Scenario,year,variable,sector,qualifier,type,value
"Base","2005","xac","H-MF1","CMinUtlCon","H1",0.000459399
"Base","2005","xac","H-MF1","CRoadTr","H1",0.007725140
"Base","2005","xac","H-MF1","COtherTr","H1",0.001292468
"Base","2005","xac","H-MF1","CCommServ","H1",0.010408321
"Base","2005","xac","H-MF1","COthPrSrv","H1",0.004331366
"Base","2005","xac","H-MF1","CPubServ","H1",0.002002843
"Base","2005","xac","H-MF2","CPerAg","H1",0.040113079
"Base","2005","xac","H-MF2","CNPAg","H1",0.000357937
"Base","2005","xac","H-MF2","CFoodProc","H1",0.020823296
"Base","2005","xac","H-MF2","COthMfg","H1",0.030561980
"Base","2005","xac","H-MF2","CMinUtlCon","H1",0.001581771
"Base","2005","xac","H-MF2","CRoadTr","H1",0.024447379
"Base","2005","xac","H-MF2","COtherTr","H1",0.004109893
"Base","2005","xac","H-MF2","CCommServ","H1",0.032929981
"Base","2005","xac","H-MF2","COthPrSrv","H1",0.014038013
"Base","2005","xac","H-MF2","CPubServ","H1",0.006323499
"Base","2005","xac","H-MF3","CPerAg","H1",0.008013029
"Base","2005","xac","H-MF3","CNPAg","H1",0.000067288
"Base","2005","xac","H-MF3","CFoodProc","H1",0.007405162
"Base","2005","xac","H-MF3","COthMfg","H1",0.007782695
"Base","2005","xac","H-MF3","CMinUtlCon","H1",0.000434633
"Base","2005","xac","H-MF3","CRoadTr","H1",0.006172750
"Base","2005","xac","H-MF3","COtherTr","H1",0.001037964
"Base","2005","xac","H-MF3","CCommServ","H1",0.008294051
"Base","2005","xac","H-MF3","COthPrSrv","H1",0.003846130
"Base","2005","xac","H-MF3","CPubServ","H1",0.001607273
"Base","2005","xac","H-SF1","CPerAg","H1",0.016675571
"Base","2005","xac","H-SF1","CNPAg","H1",0.000116443
"Base","2005","xac","H-SF1","CFoodProc","H1",0.014447407
"Base","2005","xac","H-SF1","COthMfg","H1",0.007835458
"Base","2005","xac","H-SF1","CMinUtlCon","H1",0.000615105
"Base","2005","xac","H-SF1","CRoadTr","H1",0.009815680
"Base","2005","xac","H-SF1","COtherTr","H1",0.001640087
"Base","2005","xac","H-SF1","CCommServ","H1",0.013238203
"Base","2005","xac","H-SF1","COthPrSrv","H1",0.005565797
"Base","2005","xac","H-SF1","CPubServ","H1",0.002543819
"Base","2005","xac","H-SF2","CPerAg","H1",0.116585234
"Base","2005","xac","H-SF2","CNPAg","H1",0.000666122
"Base","2005","xac","H-SF2","CFoodProc","H1",0.057485557
"Base","2005","xac","H-SF2","COthMfg","H1",0.044190461
"Base","2005","xac","H-SF2","CMinUtlCon","H1",0.003535491
"Base","2005","xac","H-SF2","CRoadTr","H1",0.050396442
"Base","2005","xac","H-SF2","COtherTr","H1",0.008435325
"Base","2005","xac","H-SF2","CCommServ","H1",0.068192685
"Base","2005","xac","H-SF2","COthPrSrv","H1",0.027726920
"Base","2005","xac","H-SF2","CPubServ","H1",0.012956592
"Base","2005","xac","H-SF3","CPerAg","H1",0.036588603
"Base","2005","xac","H-SF3","CNPAg","H1",0.000394231
"Base","2005","xac","H-SF3","CFoodProc","H1",0.030891612
"Base","2005","xac","H-SF3","COthMfg","H1",0.015997862
"Base","2005","xac","H-SF3","CMinUtlCon","H1",0.002012401
"Base","2005","xac","H-SF3","CRoadTr","H1",0.020861910
"Base","2005","xac","H-SF3","COtherTr","H1",0.003483951
"Base","2005","xac","H-SF3","CCommServ","H1",0.028155788
"Base","2005","xac","H-SF3","COthPrSrv","H1",0.012141208
"Base","2005","xac","H-SF3","CPubServ","H1",0.005411299
"Base","2005","xac","H-0F1","CPerAg","H1",0.012824031
"Base","2005","xac","H-0F1","CNPAg","H1",0.000105406
"Base","2005","xac","H-0F1","CFoodProc","H1",0.011990165
"Base","2005","xac","H-0F1","COthMfg","H1",0.004307355
"Base","2005","xac","H-0F1","CMinUtlCon","H1",0.000609129
"Base","2005","xac","H-0F1","CRoadTr","H1",0.007009994
"Base","2005","xac","H-0F1","COtherTr","H1",0.001168997
"Base","2005","xac","H-0F1","CCommServ","H1",0.009477254
"Base","2005","xac","H-0F1","COthPrSrv","H1",0.004099283
"Base","2005","xac","H-0F1","CPubServ","H1",0.001820868
"Base","2005","xac","H-0F2","CPerAg","H1",0.012949251
"Base","2005","xac","H-0F2","CNPAg","H1",0.000092700
"Base","2005","xac","H-0F2","CFoodProc","H1",0.009605012
"Base","2005","xac","H-0F2","COthMfg","H1",0.006306272
"Base","2005","xac","H-0F2","CMinUtlCon","H1",0.000601560
"Base","2005","xac","H-0F2","CRoadTr","H1",0.007134661
"Base","2005","xac","H-0F2","COtherTr","H1",0.001195992
"Base","2005","xac","H-0F2","CCommServ","H1",0.009639011
"Base","2005","xac","H-0F2","COthPrSrv","H1",0.004079362
"Base","2005","xac","H-0F2","CPubServ","H1",0.001850372
"Base","2005","xac","H-0F3","CPerAg","H1",0.003881924
"Base","2005","xac","H-0F3","CNPAg","H1",0.000044028
"Base","2005","xac","H-0F3","CFoodProc","H1",0.003914458
"Base","2005","xac","H-0F3","COthMfg","H1",0.002094611
"Base","2005","xac","H-0F3","CMinUtlCon","H1",0.000226238
"Base","2005","xac","H-0F3","CRoadTr","H1",0.002456154
"Base","2005","xac","H-0F3","COtherTr","H1",0.000410787
"Base","2005","xac","H-0F3","CCommServ","H1",0.003312444
"Base","2005","xac","H-0F3","COthPrSrv","H1",0.001427246
"Base","2005","xac","H-0F3","CPubServ","H1",0.000639362
"Base","2005","xac","H-AGW1","CPerAg","H1",0.005632699
"Base","2005","xac","H-AGW1","CNPAg","H1",0.000042070
"Base","2005","xac","H-AGW1","CFoodProc","H1",0.005771289
"Base","2005","xac","H-AGW1","COthMfg","H1",0.001672666
"Base","2005","xac","H-AGW1","CMinUtlCon","H1",0.000232320
"Base","2005","xac","H-AGW1","CRoadTr","H1",0.002938442
"Base","2005","xac","H-AGW1","COtherTr","H1",0.000488836
"Base","2005","xac","H-AGW1","CCommServ","H1",0.003993151
"Base","2005","xac","H-AGW1","COthPrSrv","H1",0.001647969
"Base","2005","xac","H-AGW1","CPubServ","H1",0.000770438
"Base","2005","xac","H-AGW2","CPerAg","H1",0.020898910
"Base","2005","xac","H-AGW2","CNPAg","H1",0.000112405
"Base","2005","xac","H-AGW2","CFoodProc","H1",0.014673536
"Base","2005","xac","H-AGW2","COthMfg","H1",0.007021888
"Base","2005","xac","H-AGW2","CMinUtlCon","H1",0.000692890
"Base","2005","xac","H-AGW2","CRoadTr","H1",0.009784930
"Base","2005","xac","H-AGW2","COtherTr","H1",0.001626468
"Base","2005","xac","H-AGW2","CCommServ","H1",0.013300008
"Base","2005","xac","H-AGW2","COthPrSrv","H1",0.005382411
"Base","2005","xac","H-AGW2","CPubServ","H1",0.002562954
"Base","2005","xac","H-AGW3","CPerAg","H1",0.002355250
"Base","2005","xac","H-AGW3","CNPAg","H1",0.000029959
"Base","2005","xac","H-AGW3","CFoodProc","H1",0.003072642
"Base","2005","xac","H-AGW3","COthMfg","H1",0.001008435
"Base","2005","xac","H-AGW3","CMinUtlCon","H1",0.000153606
"Base","2005","xac","H-AGW3","CRoadTr","H1",0.001556535
"Base","2005","xac","H-AGW3","COtherTr","H1",0.000260235
"Base","2005","xac","H-AGW3","CCommServ","H1",0.002100359
"Base","2005","xac","H-AGW3","COthPrSrv","H1",0.000907265
"Base","2005","xac","H-AGW3","CPubServ","H1",0.000404670
"Base","2005","xac","H-NFNP","CPerAg","H1",0.099405170
"Base","2005","xac","H-NFNP","CNPAg","H1",0.000990595
"Base","2005","xac","H-NFNP","CFoodProc","H1",0.068639420
"Base","2005","xac","H-NFNP","COthMfg","H1",0.056300001
"Base","2005","xac","H-NFNP","CMinUtlCon","H1",0.005144276
"Base","2005","xac","H-NFNP","CRoadTr","H1",0.055079229
"Base","2005","xac","H-NFNP","COtherTr","H1",0.009232671
"Base","2005","xac","H-NFNP","CCommServ","H1",0.074541780
"Base","2005","xac","H-NFNP","COthPrSrv","H1",0.034168990
"Base","2005","xac","H-NFNP","CPubServ","H1",0.014370830
"Base","2005","xac","H-NFP","CPerAg","H1",0.033552143
"Base","2005","xac","H-NFP","CNPAg","H1",0.000292107
"Base","2005","xac","H-NFP","CFoodProc","H1",0.035770469
"Base","2005","xac","H-NFP","COthMfg","H1",0.015606627
"Base","2005","xac","H-NFP","CMinUtlCon","H1",0.001958597
"Base","2005","xac","H-NFP","CRoadTr","H1",0.020342378
"Base","2005","xac","H-NFP","COtherTr","H1",0.003412334
"Base","2005","xac","H-NFP","CCommServ","H1",0.027484960
"Base","2005","xac","H-NFP","COthPrSrv","H1",0.011674946
"Base","2005","xac","H-NFP","CPubServ","H1",0.005285367
"Base","2005","xac","H-URNP","CPerAg","H1",0.490827616
"Base","2005","xac","H-URNP","CNPAg","H1",0.004032657
"Base","2005","xac","H-URNP","CFoodProc","H1",0.221896035
"Base","2005","xac","H-URNP","COthMfg","H1",0.225706579
"Base","2005","xac","H-URNP","CMinUtlCon","H1",0.022119975
"Base","2005","xac","H-URNP","CRoadTr","H1",0.166226768
"Base","2005","xac","H-URNP","COtherTr","H1",0.033808641
"Base","2005","xac","H-URNP","CCommServ","H1",0.438348565
"Base","2005","xac","H-URNP","COthPrSrv","H1",0.096329521
"Base","2005","xac","H-URNP","CPubServ","H1",0.052632181
"Base","2005","xac","H-URPR","CPerAg","H1",0.041948033
"Base","2005","xac","H-URPR","CNPAg","H1",0.000353239
"Base","2005","xac","H-URPR","CFoodProc","H1",0.037509061
"Base","2005","xac","H-URPR","COthMfg","H1",0.019428932
"Base","2005","xac","H-URPR","CMinUtlCon","H1",0.002770316
"Base","2005","xac","H-URPR","CRoadTr","H1",0.022020480
"Base","2005","xac","H-URPR","COtherTr","H1",0.003690440
"Base","2005","xac","H-URPR","CCommServ","H1",0.029954434
"Base","2005","xac","H-URPR","COthPrSrv","H1",0.014769054
"Base","2005","xac","H-URPR","CPubServ","H1",0.005793005
"Base","2005","xaf","CPerAg","GOVT","S1",0.000000000
"Base","2005","xaf","CNPAg","GOVT","S1",0.000000000
"Base","2005","xaf","CFoodProc","GOVT","S1",0.000028021
"Base","2005","xaf","COthMfg","GOVT","S1",0.000000000
"Base","2005","xaf","CMinUtlCon","GOVT","S1",0.000000000
"Base","2005","xaf","CRoadTr","GOVT","S1",0.000000000
"Base","2005","xaf","COtherTr","GOVT","S1",0.000000000
"Base","2005","xaf","CCommServ","GOVT","S1",0.009579197
"Base","2005","xaf","COthPrSrv","GOVT","S1",0.000000000
"Base","2005","xaf","CPubServ","GOVT","S1",0.487445559
"Base","2005","xf","GOVT","","M1",0.497052777
"Base","2005","xaf","CPerAg","CapAcct","S1",0.000008011
"Base","2005","xaf","CNPAg","CapAcct","S1",0.000000000
"Base","2005","xaf","CFoodProc","CapAcct","S1",0.000051530
"Base","2005","xaf","COthMfg","CapAcct","S1",0.126587227
"Base","2005","xaf","CMinUtlCon","CapAcct","S1",0.093694745
"Base","2005","xaf","CRoadTr","CapAcct","S1",0.000000000
"Base","2005","xaf","COtherTr","CapAcct","S1",0.000000000
"Base","2005","xaf","CCommServ","CapAcct","S1",0.022237723
"Base","2005","xaf","COthPrSrv","CapAcct","S1",0.000000000
"Base","2005","xaf","CPubServ","CapAcct","S1",0.000000000
"Base","2005","xf","CapAcct","","M1",0.242579236
"Base","2005","xa","CPerAg","","S1",1.114856432
"Base","2005","xd","CPerAg","","S1",1.079106390
"Base","2005","xmt","CPerAg","","S1",0.036023072
"Base","2005","xet","CPerAg","","S1",0.013272279
"Base","2005","pd","CPerAg","","S2",1.068065057
"Base","2005","pmt","CPerAg","","S2",1.000000000
"Base","2005","pet","CPerAg","","S2",1.024571645
"Base","2005","xm","CPerAg","ROW","S3",0.030662876
"Base","2005","xe","CPerAg","ROW","S3",0.013272279
"Base","2005","xa","CNPAg","","S1",0.487706794
"Base","2005","xd","CNPAg","","S1",0.469915209
"Base","2005","xmt","CNPAg","","S1",0.017811306
"Base","2005","xet","CNPAg","","S1",0.006504026
"Base","2005","pd","CNPAg","","S2",1.024727065
"Base","2005","pmt","CNPAg","","S2",1.000000000
"Base","2005","pet","CNPAg","","S2",0.993948961
"Base","2005","xm","CNPAg","ROW","S3",0.017811306
"Base","2005","xe","CNPAg","ROW","S3",0.006504026
"Base","2005","xa","CFoodProc","","S1",0.757309670
"Base","2005","xd","CFoodProc","","S1",0.686497762
"Base","2005","xmt","CFoodProc","","S1",0.070850209
"Base","2005","xet","CFoodProc","","S1",0.121842255
"Base","2005","pd","CFoodProc","","S2",0.983074742
"Base","2005","pmt","CFoodProc","","S2",1.000000000
"Base","2005","pet","CFoodProc","","S2",0.980019548
"Base","2005","xm","CFoodProc","ROW","S3",0.053524737
"Base","2005","xe","CFoodProc","ROW","S3",0.121842255
"Base","2005","xa","COthMfg","","S1",2.347557012
"Base","2005","xd","COthMfg","","S1",1.469890590
"Base","2005","xmt","COthMfg","","S1",0.879116686
"Base","2005","xet","COthMfg","","S1",0.475400800
"Base","2005","pd","COthMfg","","S2",0.964584635
"Base","2005","pmt","COthMfg","","S2",1.000000000
"Base","2005","pet","COthMfg","","S2",0.960981315
"Base","2005","xm","COthMfg","ROW","S3",0.849634786
"Base","2005","xe","COthMfg","ROW","S3",0.475400800
"Base","2005","xa","CMinUtlCon","","S1",0.539962499
"Base","2005","xd","CMinUtlCon","","S1",0.517833905
"Base","2005","xmt","CMinUtlCon","","S1",0.030967142
"Base","2005","xet","CMinUtlCon","","S1",0.011578521
"Base","2005","pd","CMinUtlCon","","S2",0.733178911
"Base","2005","pmt","CMinUtlCon","","S2",1.000000000
"Base","2005","pet","CMinUtlCon","","S2",0.859462875
"Base","2005","xm","CMinUtlCon","ROW","S3",0.030933079
"Base","2005","xe","CMinUtlCon","ROW","S3",0.011578521
"Base","2005","xa","CRoadTr","","S1",0.656319373
"Base","2005","xd","CRoadTr","","S1",0.656319373
"Base","2005","xmt","CRoadTr","","S1",0.000000000
"Base","2005","xet","CRoadTr","","S1",0.000000000
"Base","2005","pd","CRoadTr","","S2",0.778916588
"Base","2005","pmt","CRoadTr","","S2",1.000000000
"Base","2005","pet","CRoadTr","","S2",1.000000000
"Base","2005","xm","CRoadTr","ROW","S3",0.000000000
"Base","2005","xe","CRoadTr","ROW","S3",0.000000000
"Base","2005","xa","COtherTr","","S1",0.117680869
"Base","2005","xd","COtherTr","","S1",0.117680869
"Base","2005","xmt","COtherTr","","S1",0.000000000
"Base","2005","xet","COtherTr","","S1",0.279032636
"Base","2005","pd","COtherTr","","S2",0.792575997
"Base","2005","pmt","COtherTr","","S2",1.000000000
"Base","2005","pet","COtherTr","","S2",0.868164984
"Base","2005","xm","COtherTr","ROW","S3",0.000000000
"Base","2005","xe","COtherTr","ROW","S3",0.279032636
"Base","2005","xa","CCommServ","","S1",1.687520547
"Base","2005","xd","CCommServ","","S1",1.687205602
"Base","2005","xmt","CCommServ","","S1",0.000732846
"Base","2005","xet","CCommServ","","S1",0.038238198
"Base","2005","pd","CCommServ","","S2",0.684389367
"Base","2005","pmt","CCommServ","","S2",1.000000000
"Base","2005","pet","CCommServ","","S2",0.814883142
"Base","2005","xm","CCommServ","ROW","S3",0.000732846
"Base","2005","xe","CCommServ","ROW","S3",0.038238198
"Base","2005","xa","COthPrSrv","","S1",0.495974700
"Base","2005","xd","COthPrSrv","","S1",0.415795649
"Base","2005","xmt","COthPrSrv","","S1",0.081148710
"Base","2005","xet","COthPrSrv","","S1",0.000000000
"Base","2005","pd","COthPrSrv","","S2",1.093044836
"Base","2005","pmt","COthPrSrv","","S2",1.000000000
"Base","2005","pet","COthPrSrv","","S2",1.000000000
"Base","2005","xm","COthPrSrv","ROW","S3",0.081148710
"Base","2005","xe","COthPrSrv","ROW","S3",0.000000000
"Base","2005","xa","CPubServ","","S1",0.623223202
"Base","2005","xd","CPubServ","","S1",0.623223202
"Base","2005","xmt","CPubServ","","S1",0.000000000
"Base","2005","xet","CPubServ","","S1",0.000000000
"Base","2005","pd","CPubServ","","S2",0.558248181
"Base","2005","pmt","CPubServ","","S2",1.000000000
"Base","2005","pet","CPubServ","","S2",1.000000000
"Base","2005","xm","CPubServ","ROW","S3",0.000000000
"Base","2005","xe","CPubServ","ROW","S3",0.000000000
"Base","2005","tmg","CPerAg","d","S2",0.000000000
"Base","2005","tmg","CNPAg","d","S2",0.000000000
"Base","2005","tmg","CFoodProc","d","S2",0.000000000
"Base","2005","tmg","COthMfg","d","S2",0.000000000
"Base","2005","tmg","CMinUtlCon","d","S2",0.000000000
"Base","2005","tmg","CRoadTr","d","S2",0.000000000
"Base","2005","tmg","COtherTr","d","S2",0.000000000
"Base","2005","tmg","CCommServ","d","S2",0.000000000
"Base","2005","tmg","COthPrSrv","d","S2",0.000000000
"Base","2005","tmg","CPubServ","d","S2",0.000000000
"Base","2005","gdpmp","","","M1",3.729686769
"Base","2005","rgdpmp","","","M1",4.410730178
"Base","2005","pgdpmp","","","M2",0.845593954
"Base","2005","tcons","","","M1",3.789677791
"Base","2005","tgov","","","M1",0.497052777
"Base","2005","tinv","","","M1",0.242579236
"Base","2005","texp","","","M1",0.945868715
"Base","2005","timp","","","M1",1.064448341
"Base","2005","pcons","","","M1",94.177451099
"Base","2005","pgov","","","M1",56.070912114
"Base","2005","pinv","","","M1",86.733290697
"Base","2005","pexp","","","M1",94.316946897
"Base","2005","pimp","","","M1",100.000000000
"Base","2005","gdpfc","","","M1",3.802262513
"Base","2005","rgdpfc","","","M1",4.764418226
"Base","2005","pgdpfc","","","M2",0.798053893
"Base","2005","pk","","","M2",1.341050234
"Base","2005","pland","","","M2",1.312625381
"Base","2005","ggdp","","","M2",0.050000000
"Base","2005","gl","","","M2",0.184632712
"Base","2005","walras","","","M1",-0.000045257
"Base","2005","ky","Capital","","M1",2.185333727
"Base","2005","ty","Land","","M1",0.051152606
"Base","2005","tary","","","M1",0.052201631
"Base","2005","rtary","","","M1",0.058356425
"Base","2005","tmadj","","","M1",1.000000000
"Base","2005","gy","","","M1",0.086668989
"Base","2005","gexp","","","M1",0.304922521
"Base","2005","savg","","","M1",-0.218253532
"Base","2005","rsg","","","M1",-0.243986550
"Base","2005","tks","Capital","","M1",1.629568880
"Base","2005","ptks","Capital","","M2",1.341050234
"Base","2005","savf","","","M1",0.000000000
"Base","2005","plev","","","M2",0.894530998
"Base","2005","er","","","M2",1.000000000
"Base","2005","taxadjh","","","M2",1.000000000
"Base","2005","ly","LabUn","","M3",1.253940436
"Base","2005","ly","LabSk","","M3",0.260537641
"Base","2005","yh","H-LF1","","H1",0.023291010
"Base","2005","yd","H-LF1","","H1",0.023291010
"Base","2005","gtrh","H-LF1","","H1",0.000000000
"Base","2005","cpi","H-LF1","","H2",0.942939262
"Base","2005","kappah","H-LF1","","H2",0.000000000
"Base","2005","yh","H-LF2","","H1",0.118176222
"Base","2005","yd","H-LF2","","H1",0.118176222
"Base","2005","gtrh","H-LF2","","H1",0.000044527
"Base","2005","cpi","H-LF2","","H2",0.948487804
"Base","2005","kappah","H-LF2","","H2",0.000000000
"Base","2005","yh","H-LF3","","H1",0.012989686
"Base","2005","yd","H-LF3","","H1",0.012989686
"Base","2005","gtrh","H-LF3","","H1",0.000010488
"Base","2005","cpi","H-LF3","","H2",0.938270168
"Base","2005","kappah","H-LF3","","H2",0.000000000
"Base","2005","yh","H-MF1","","H1",0.053590599
"Base","2005","yd","H-MF1","","H1",0.053590599
"Base","2005","gtrh","H-MF1","","H1",0.000017163
"Base","2005","cpi","H-MF1","","H2",0.942917301
"Base","2005","kappah","H-MF1","","H2",0.000000000
"Base","2005","yh","H-MF2","","H1",0.166779368
"Base","2005","yd","H-MF2","","H1",0.166779368
"Base","2005","gtrh","H-MF2","","H1",0.000145411
"Base","2005","cpi","H-MF2","","H2",0.942159639
"Base","2005","kappah","H-MF2","","H2",0.000000000
"Base","2005","yh","H-MF3","","H1",0.042365744
"Base","2005","yd","H-MF3","","H1",0.042365744
"Base","2005","gtrh","H-MF3","","H1",0.000079139
"Base","2005","cpi","H-MF3","","H2",0.938263620
"Base","2005","kappah","H-MF3","","H2",0.000000000
"Base","2005","yh","H-SF1","","H1",0.069162555
"Base","2005","yd","H-SF1","","H1",0.069162555
"Base","2005","gtrh","H-SF1","","H1",0.000294624
"Base","2005","cpi","H-SF1","","H2",0.944703517
"Base","2005","kappah","H-SF1","","H2",0.000000000
"Base","2005","yh","H-SF2","","H1",0.375064843
"Base","2005","yd","H-SF2","","H1",0.375064843
"Base","2005","gtrh","H-SF2","","H1",0.001760837
"Base","2005","cpi","H-SF2","","H2",0.954165983
"Base","2005","kappah","H-SF2","","H2",0.000000000
"Base","2005","yh","H-SF3","","H1",0.148872191
"Base","2005","yd","H-SF3","","H1",0.148872191
"Base","2005","gtrh","H-SF3","","H1",0.001130824
"Base","2005","cpi","H-SF3","","H2",0.945150724
"Base","2005","kappah","H-SF3","","H2",0.000000000
"Base","2005","yh","H-0F1","","H1",0.051117972
"Base","2005","yd","H-0F1","","H1",0.051117972
"Base","2005","gtrh","H-0F1","","H1",0.000151603
"Base","2005","cpi","H-0F1","","H2",0.946709236
"Base","2005","kappah","H-0F1","","H2",0.000000000
"Base","2005","yh","H-0F2","","H1",0.051095949
"Base","2005","yd","H-0F2","","H1",0.051095949
"Base","2005","gtrh","H-0F2","","H1",0.000205752
"Base","2005","cpi","H-0F2","","H2",0.945156111
"Base","2005","kappah","H-0F2","","H2",0.000000000
"Base","2005","yh","H-0F3","","H1",0.017547854
"Base","2005","yd","H-0F3","","H1",0.017547854
"Base","2005","gtrh","H-0F3","","H1",0.000050534
"Base","2005","cpi","H-0F3","","H2",0.942420839
"Base","2005","kappah","H-0F3","","H2",0.000000000
"Base","2005","yh","H-AGW1","","H1",0.022270942
"Base","2005","yd","H-AGW1","","H1",0.022270942
"Base","2005","gtrh","H-AGW1","","H1",0.000175440
"Base","2005","cpi","H-AGW1","","H2",0.946282047
"Base","2005","kappah","H-AGW1","","H2",0.000000000
"Base","2005","yh","H-AGW2","","H1",0.073147920
"Base","2005","yd","H-AGW2","","H1",0.073147920
"Base","2005","gtrh","H-AGW2","","H1",0.000128719
"Base","2005","cpi","H-AGW2","","H2",0.948439856
"Base","2005","kappah","H-AGW2","","H2",0.000000000
"Base","2005","yh","H-AGW3","","H1",0.011298663
"Base","2005","yd","H-AGW3","","H1",0.011298663
"Base","2005","gtrh","H-AGW3","","H1",0.000005721
"Base","2005","cpi","H-AGW3","","H2",0.942538387
"Base","2005","kappah","H-AGW3","","H2",0.000000000
"Base","2005","yh","H-NFNP","","H1",0.422265786
"Base","2005","yd","H-NFNP","","H1",0.422265786
"Base","2005","gtrh","H-NFNP","","H1",0.007364519
"Base","2005","cpi","H-NFNP","","H2",0.944308246
"Base","2005","kappah","H-NFNP","","H2",0.000000000
"Base","2005","yh","H-NFP","","H1",0.148371953
"Base","2005","yd","H-NFP","","H1",0.148371953
"Base","2005","gtrh","H-NFP","","H1",0.002078288
"Base","2005","cpi","H-NFP","","H2",0.943259654
"Base","2005","kappah","H-NFP","","H2",0.000000000
"Base","2005","yh","H-URNP","","H1",1.942885475
"Base","2005","yd","H-URNP","","H1",1.783640743
"Base","2005","gtrh","H-URNP","","H1",0.014810260
"Base","2005","cpi","H-URNP","","H2",0.936781350
"Base","2005","kappah","H-URNP","","H2",0.081963005
"Base","2005","yh","H-URPR","","H1",0.171444219
"Base","2005","yd","H-URPR","","H1",0.171444219
"Base","2005","gtrh","H-URPR","","H1",0.000858155
"Base","2005","cpi","H-URPR","","H2",0.945377186
"Base","2005","kappah","H-URPR","","H2",0.000000000
"Base","2010","xp","APerAg","","S1",1.098657208
"Base","2010","xp","ANPAg","","S1",0.529311989
"Base","2010","xp","AFoodProc","","S1",0.891949714
"Base","2010","xp","AOthMfg","","S1",2.376979288
"Base","2010","xp","AMinUtlCon","","S1",0.706046696
"Base","2010","xp","ARoadTr","","S1",0.842909894
"Base","2010","xp","AOtherTr","","S1",0.694959440
